Station,Station2,Station3,Bloom_chase,Sample_Depth,Year,Date,Month,Station_depth,Secchi,Surf_Temp,SpCond,PAR,DO,Turbidity,TP,TDP,SRP,NH4,NO3,Urea,SiO2,Cl,TSS,VSS,POC,PON,DOC,CDOM,Chla,PC,part_microcystin,diss_microcystin,totalcyanos_cells,totalcyanos_biovol,Latitude,Longitude
WE2,WE2,WE02,,0.75,2012,5/15/2012,5,5.1,1.8,17.9,,,,,16.21,,3.23,10.22,0.459,,,,3.47,1.11,,,2.88,,3.67,0.28,0.08,,0,0,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2012,5/15/2012,5,10,2.4,16.3,,,,,8.25,4.61,2.02,28.79,0.325,,,,3.15,1.01,0.34,0.05,1.8,,3.05,0.17,0,,0,0,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2012,5/15/2012,5,2.7,2.1,19.3,,,,,22.52,9.66,2.97,35.7,0.515,,,,2.9,0.98,0.4,0.08,4.35,,2.24,0.45,0.07,,0,0,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2012,5/15/2012,5,4.5,1.2,19,,,,,23.16,6.01,3.02,11.28,0.513,,,,4.32,1.06,0.49,0.12,2.53,,5.73,0.52,0.01,,0,0,41.834,-83.36383333
WE2,WE2,WE02,,0.75,2012,5/31/2012,5,8.2,1.8,20.7,,,,,42.01,12.29,5.15,14.68,0.466,,,,21.42,2.4,0.5,0.07,2.8,,6.07,0.61,0.01,,0,0,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2012,5/31/2012,5,5,0.5,21.4,,,,,12.81,2.53,0.37,15.38,0.323,,,,4.92,1.52,0.99,0.16,1.94,,4.86,0.31,0,,0,0,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2012,5/31/2012,5,2,0.5,22.1,,,,,77.08,21.04,7.03,19.82,1.852,,,,30.1,4.02,1.48,0.25,5.83,,11.81,0.8,0.01,,0,0,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2012,5/31/2012,5,4.2,0.7,22.5,,,,,42.54,18.68,10.79,52.14,0.594,,,,14.3,1.78,,,3.1,,3.61,0.31,0,,0,0,41.834,-83.36383333
WE2,WE2,WE02,,0.75,2012,6/11/2012,6,5.1,1,21.7,,,,,31.57,7.86,0.76,13.9,0.451,,,,9.73,2.09,0.97,0.19,3.1,,23.59,3.87,0.01,,0,0,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2012,6/11/2012,6,8.1,2.4,20.1,,,,,9.35,3.38,0.19,1.91,0.268,,,,2.51,1.27,0.44,0.07,1.93,,5.3,0.31,0,,0,0,41.82666667,-83.19316667
WE2,WE2,WE02,,0.75,2012,6/22/2012,6,5.3,1,23.6,,,,,23.11,8.02,2.62,23.44,0.337,,,,6.39,1.31,0.35,0.07,2.48,,5.02,0.29,0.01,,54647,816,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2012,6/22/2012,6,8.7,2.1,24.2,,,,,15.5,3.91,0.31,2.28,0.19,,,,3.76,2.04,,,1.98,,17.57,0.65,0.01,,7001,33,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2012,6/22/2012,6,2.6,1.8,25.6,,,,,15.19,5.53,0.36,2.61,0.192,,,,2.83,0.6,,,4.07,,2.43,0.37,0.02,,10676,484,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2012,6/22/2012,6,4.3,3,24.4,,,,,26.61,17.85,9.55,43.12,0.447,,,,2,0.35,0.17,0.03,2.92,,2.21,0.16,0.02,,1579,78,41.834,-83.36383333
WE2,WE2,WE02,,0.75,2012,7/12/2012,7,5.5,0.9,26.6,,,,,56.62,9.07,1.09,10.01,0.157,,,,11.6,4.17,2.16,0.35,3.62,,25.41,3.23,0.4,,1614,80,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2012,7/12/2012,7,8.4,2.2,26.2,,,,,15.5,5.31,0.62,4.77,0.153,,,,3.1,1.74,0.36,0.07,2.47,,4.2,0.95,0.09,,190074,285,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2012,7/12/2012,7,3,0.5,26,,,,,44.86,5.88,0.27,1.16,,,,,18.9,4.4,2.41,0.4,3.22,,29.05,2.57,0.45,,174336,274,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2012,7/12/2012,7,4.8,1.3,26.7,,,,,29.41,7.69,0.35,4.85,0.065,,,,7.28,1.8,1.09,0.18,2.86,,14.95,2.06,0.29,,674286,1013,41.834,-83.36383333
WE2,WE2,WE02,,0.75,2012,7/23/2012,7,4.9,0.5,26.2,,,,,60.98,25.05,15.56,12.82,0.01,,,,16.33,2.83,1.45,0.25,3.29,,16.52,2.81,0.37,,2104369,22745,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2012,7/23/2012,7,7.8,2.5,26.6,,,,,39,10.13,2.34,7.31,0.031,,,,8.96,2.58,1.28,0.22,,,18.75,4.68,0.48,,2953644,4894,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2012,7/23/2012,7,2.3,0.7,26.2,,,,,95.28,35.36,23.09,4.54,0.046,,,,24.55,6.65,2.61,0.43,4.03,,36.38,9.44,1.29,,2813240,5614,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2012,7/23/2012,7,3.9,1.5,26.3,,,,,41.92,19.68,10.41,17.67,0.019,,,,6.33,2.09,0.97,0.17,,,12.65,4.53,0.69,,1271286,2139,41.834,-83.36383333
WE4,WE4,WE04,,0.75,2012,7/27/2012,7,,,,,,,,,,0.28,16.61,0.062,,,,,,,,,,13.89,14.31,1.05,,,,41.82666667,-83.19316667
WE2,WE2,WE02,,0.75,2012,7/31/2012,7,5,1,26.6,,,,,42.03,16.55,10.35,0.45,0.413,,,,8.5,2.3,0.97,0.16,3.21,,7.38,1.44,0.05,,1106673,3454,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2012,7/31/2012,7,8.3,2.1,27.1,,,,,22.82,3.81,0,0,0.446,,,,4.37,2.77,1.28,0.2,3.42,,16.41,4.51,0.02,,3153879,8652,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2012,7/31/2012,7,,0.8,26.8,,,,,,9.92,0.68,0,0.424,,,,12.5,5.5,3.13,0.49,3.97,,35.58,36.57,0.21,,15384400,35252,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2012,7/31/2012,7,3.8,1.3,28.3,,,,,51.06,9.91,0.71,0,0.401,,,,7.73,4.9,2.67,0.5,3.42,,30.17,24.55,0.34,,9711544,23923,41.834,-83.36383333
WE 2012.1,other,other,1,0.75,2012,7/31/2012,7,3.1,1.5,27.1,,,,,20.94,4.36,0.11,0,0.389,,,,,,1.07,0.15,,,6.72,1.94,0.08,,,,41.63148333,-83.15208333
WE 2012.2,other,other,1,0.75,2012,7/31/2012,7,9,1.3,27.6,,,,,30.41,10.61,3.22,0,0.405,,,,,,0.82,0.16,,,8.38,1.04,0.02,,,,41.73938333,-83.11438333
WE 2012.3,other,other,1,0.75,2012,7/31/2012,7,8.4,1.5,27,,,,,,4.25,0.25,0,0.405,,,,,,1.19,0.18,,,15.62,5.15,0.05,,,,41.79595,-83.16746667
WE2,WE2,WE02,,0.75,2012,8/6/2012,8,5,1.1,24.2,,,,,28.2,10.64,5.17,0,0.394,,,,6.63,1.87,0.63,0.1,2.72,,6.9,1.03,0.05,,1946260,9335,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2012,8/6/2012,8,8.2,1.7,24.2,,,,,26.4,4.42,0.35,6.44,0.475,,,,4.67,1.73,1.12,0.2,2.74,,16.38,9.76,0.52,,5551728,92730,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2012,8/6/2012,8,2.3,0.6,25.2,,,,,57.67,8.1,0.43,0.31,0.413,,,,15.1,9.2,4.97,1.08,4.41,,78.82,75.94,0.52,,4141420,192791,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2012,8/6/2012,8,3.4,1.3,23.3,,,,,56.77,7.84,0.33,0.68,0.441,,,,10,9.2,3.25,0.72,3.95,,59.75,72,0.13,,2174121,35031,41.834,-83.36383333
WE 2012.4,other,other,1,0.75,2012,8/6/2012,8,5.8,0.8,23.3,,,,,60.64,7.52,0.44,0.23,0.434,,,,,,3.81,0.81,,,69.8,76.26,0.15,,,,41.83611667,-83.33733333
WE2,WE2,WE02,,0.75,2012,8/13/2012,8,4.6,1.4,24.1,,,,,34.58,13.66,6.66,1.5,0,,,,5.15,1.97,0.89,0.16,2.72,,10.54,3.09,0.07,,701880,12840,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2012,8/13/2012,8,7.8,3.6,24.2,,,,,12.44,4.15,0.2,9.62,0.21,,,,1.61,0.99,0.44,0.08,1.94,,7.82,0.68,0.06,,445379,2307,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2012,8/13/2012,8,2.1,0.3,24.3,,,,,152.08,9.7,0.7,1.95,0.002,,,,35.3,27.17,12.51,2.42,4.54,,290.52,638.25,0.42,,30293091,1812175,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2012,8/13/2012,8,3.6,0.9,23.7,,,,,94.16,7.86,0.44,1.15,0,,,,24.9,22.3,9.52,2.1,3.87,,228.19,677.65,0.34,,31718554,1903113,41.834,-83.36383333
WE2,WE2,WE02,,0.75,2012,8/20/2012,8,5.6,1.2,,,,,,27.51,7.2,0.53,1.31,0,,,,5.94,2.83,1.45,0.26,2.97,,22.02,55.78,0.1,,2486136,11580,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2012,8/20/2012,8,8.4,2.4,,,,,,13.67,3.58,0.43,9.28,0.202,,,,3.07,2.14,0.73,0.1,2.01,,11.9,2.53,0.2,,120349,1106,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2012,8/20/2012,8,2.8,0.9,,,,,,79.74,13.98,1.33,2.94,0.168,,,,13.7,8,4.26,0.83,5.14,,84.78,469.47,0.26,,3266351,35708,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2012,8/20/2012,8,4.5,0.8,,,,,,48.66,9.24,0.57,1.29,0,,,,13.23,7.4,3.45,0.62,3.56,,54.36,301.18,0.22,,2962130,102831,41.834,-83.36383333
WE 2012.5,other,other,1,0.75,2012,8/20/2012,8,2.8,,,,,,,84.18,14.6,0.92,3.47,0.123,,,,,,4.84,0.94,,,95.98,592.55,0.31,,,,41.70393333,-83.38601667
WE2,WE2,WE02,,0.75,2012,8/29/2012,8,5.6,0.8,23.7,,,,,57.68,10.27,0.59,1.05,0,,,,14.07,9.87,5.04,1.02,3.62,,92.1,692.8,0.64,,29120180,1704942,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2012,8/29/2012,8,8.7,2.7,23.1,,,,,23.9,8.78,4.72,37.21,0.228,,,,4.16,1.5,0.41,0.09,1.99,,4.88,1.49,0.08,,14977,758,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2012,8/29/2012,8,2.7,0.4,23.9,,,,,78.27,11.79,0.72,1.71,0,,,,28.33,14.2,6.08,1.15,5,,112.16,400.79,0.79,,51664693,2993551,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2012,8/29/2012,8,4.7,1,24.7,,,,,42.31,10,1.76,67.27,0.057,,,,8.62,3.38,1.36,0.25,3.95,,19.56,60.41,0.49,,3922653,15029,41.834,-83.36383333
WE2,WE2,WE02,,0.75,2012,9/5/2012,9,5.3,0.5,25.5,,,,,103.5,17.13,5.6,40.15,0.081,,,,17.5,10.67,4.36,0.78,,,84.11,118.8,4.63,,1354145,3622,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2012,9/5/2012,9,7.8,2,25.2,,,,,21.75,4.22,0.41,3,0.125,,,,3.54,2.18,1.08,0.17,2.19,,15.97,5.53,0.41,,312372,6002,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2012,9/5/2012,9,2.4,0.6,25.4,,,,,44.45,6.45,0.48,0.99,0,,,,14.23,5.6,2.37,0.34,3.47,,29.48,12.53,1.37,,30191971,530419,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2012,9/5/2012,9,4.8,0.6,25.3,,,,,75.2,21.99,8.93,135.8,0.089,,,,10.87,6.77,3.02,0.55,4.19,,49.08,64.5,3.18,,614224,2200,41.834,-83.36383333
WE 2012.6,other,other,1,0.75,2012,9/5/2012,9,5.5,0.5,25.2,,,,,99.69,25.54,16.58,0.82,0,,,,,,3.46,0.61,,,65.84,32.87,3.51,,,,41.4833,-82.69831667
WE 2012.7,other,other,1,0.75,2012,9/5/2012,9,5,1.9,25.2,,,,,23.41,13.04,7.69,6.66,0.005,,,,,,0.65,0.14,,,5.21,2.61,2.06,,,,41.56063333,-82.9072
WE2,WE2,WE02,,0.75,2012,9/12/2012,9,4.6,1,21.4,,,,,38.35,13.58,3.92,0.76,0.426,,,,8.65,2.25,1.24,0.2,,,18.93,6.49,0.06,,906448,6897,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2012,9/12/2012,9,7.5,2.7,21.7,,,,,12.86,2.07,0.12,1.41,0.482,,,,2.16,0.72,0.47,0.08,2.07,,5.29,1.21,0.35,,1850695,7724,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2012,9/12/2012,9,3.7,0.5,24.2,,,,,85.27,20.13,9.34,0.68,0.408,,,,21,9.23,4.18,0.54,4.73,,37.58,19.04,0.94,,20083069,350924,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2012,9/12/2012,9,2,0.5,20.7,,,,,91.01,15.17,5.62,0.43,0.397,,,,31.47,7.33,4.08,0.66,4.06,,48.62,26.57,3.07,,655137,29931,41.834,-83.36383333
WE2,WE2,WE02,,0.75,2012,9/17/2012,9,4.6,1,20.7,,,,,39.98,17.22,8.27,0.86,0.001,,,,12.13,2.58,0.47,0.12,3.47,,10.78,3.11,0.78,,,,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2012,9/17/2012,9,7.6,2.2,21.1,,,,,16.42,16.54,0.28,2.35,0.101,,,,3.29,1.65,0.79,0.13,2.11,,11.87,11.29,0.18,,,,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2012,9/17/2012,9,2.1,0.7,20.1,,,,,68.27,2.9,6.28,1.34,0.012,,,,17.1,7.17,2.06,0.41,4.87,,29.61,14.49,1.29,,,,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2012,9/17/2012,9,3.7,0.6,20.4,,,,,60.99,15.4,8.91,2.21,0.001,,,,21.83,4.37,1.9,0.28,4.05,,13.63,4.83,0.34,,,,41.834,-83.36383333
WE2,WE2,WE02,,0.75,2013,5/29/2013,5,4.9,0.6,18.28,289.2,390,7.67,16.1,45.93,11.82,5.84,23.32,0.919,,,,18.7,2.1,0.6,0.1,,,4.96,0.31,,,11530,15,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2013,5/29/2013,5,7.8,1.5,19.8,296.2,1228,7.64,4.36,15.58,4.7,0.96,13.07,0.902,,,,5.47,1,0.32,0.06,,,4.34,0.19,,,0,0,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2013,5/29/2013,5,1.9,1.6,18.48,391.3,338,7.57,8.44,48.51,33.01,19.76,62.95,2.417,,,,12.8,1.88,0.42,0.06,,,2.15,0.39,,,0,0,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2013,5/29/2013,5,3.9,1,20.33,379.8,222,7.6,9.98,37.85,18.68,10.33,40.25,2.109,,,,10.07,1.67,0.45,0.07,,,3.65,0.32,,,0,0,41.834,-83.36383333
WE2,WE2,WE02,,0.75,2013,6/10/2013,6,4.9,1,19.14,436.9,35,7.61,32.8,109.72,46.1,31.28,122.02,4.524,,,,30.07,3.87,1.1,0.17,5.86,,11.81,2.67,,,711558,41169,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2013,6/10/2013,6,7.9,1.4,21.84,271.3,142,7.51,7.13,26.36,16.75,2.07,17.55,0.65,,,,8.95,1.58,0.54,0.09,2.7,,9.83,0.56,,,0,0,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2013,6/10/2013,6,2.4,0.5,20.66,341.2,51,7.65,21.5,58.18,8.66,1.02,7.34,1.341,,,,24.5,2.83,1.22,0.18,4.26,,23.39,3.45,,,247532,14357,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2013,6/10/2013,6,4,0.7,23.47,301.3,39,7.45,15.7,48.33,15.9,8.31,23.02,1.058,,,,17.77,2.3,0.69,0.1,3.12,,5.3,0.36,,,0,0,41.834,-83.36383333
WE2,WE2,WE02,,0.75,2013,6/17/2013,6,5.1,2,23.19,268.9,167,7.25,2.52,17.47,4.15,0.23,3.55,0.582,,,,4.46,2.15,0.96,0.12,2.71,,17.66,0.96,,,0,0,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2013,6/17/2013,6,8,3,23.63,238.1,319,7.93,1.88,8.72,3.11,nd,2.63,0.483,,,,2.01,0.67,0.34,0.05,2.21,,4.18,0.37,,,0,0,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2013,6/17/2013,6,2.3,1.5,23.09,420.9,1077,8.07,4.74,51.57,11.82,0.59,4.13,6.215,,,,6.87,3.65,1.68,0.26,5.88,,47.69,8.45,0.44,,922085,53481,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2013,6/17/2013,6,4,2.5,25.57,307,300,7.78,2.54,15.38,5.92,0.91,32.27,0.894,,,,2.4,0.77,0.29,0.04,3.28,,3.42,1.8,0.15,,450828,25282,41.834,-83.36383333
WE2,WE2,WE02,,0.75,2013,6/24/2013,6,5,2,24.2,328.3,392,7.05,3.66,22.86,13.21,4.35,41.98,1.55,,,,3.63,0.8,0.26,0.05,3.66,,4,0.3,0.02,,2972,193,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2013,6/24/2013,6,7.9,3.3,22.08,265.7,1181,7.99,1.21,14.52,4.43,0.39,4.54,0.54,,,,2.61,1.41,0.63,0.09,2.48,,10.76,0.61,0,,4517,44,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2013,6/24/2013,6,2.5,2.5,21.73,425.7,371,6.27,2.65,44.87,31.28,17.6,104.56,6.231,,,,2.49,0.76,0.28,0.05,5.95,,3.27,0.41,0,,0,0,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2013,6/24/2013,6,4,2,21.84,339.3,896,8.03,2.82,25.17,15.45,7.04,56.67,1.974,,,,2.61,0.43,0.2,0.03,3.87,,1.64,0.22,0.01,,0,0,41.834,-83.36383333
WE2,WE2,WE02,,0.75,2013,7/3/2013,7,5.1,0.4,21.75,288.2,485,6.29,30.5,82.77,26.31,17.94,51.32,1.229,,,,49.3,4,1.03,0.17,3.02,,6.08,0.76,,,0,0,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2013,7/3/2013,7,8.4,1,23.34,256.5,638,7.72,8.28,32.09,15.6,9.12,52.1,0.596,,,,8.83,0.93,0.38,0.06,2.42,,3.3,0.19,,,0,0,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2013,7/3/2013,7,2.7,0.4,23.01,424.2,414,6.98,22.7,120.36,74.3,57.87,150.31,6.254,,,,36.35,3.6,0.88,0.13,5.26,,5.67,0.73,0.06,,32539,1874,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2013,7/3/2013,7,4.7,1.2,24.16,322,530,6.67,6.98,47.14,33.35,24.32,71.04,2.398,,,,6.86,0.91,0.33,0.05,3.56,,2.77,0.29,,,0,0,41.834,-83.36383333
WE2,WE2,WE02,,0.75,2013,7/8/2013,7,5.4,2,24,277.4,346,7.8,3.78,32.83,17.04,9.59,6,0.948,,,,3.63,0.73,0.4,0.08,3.1,,9.58,0.62,,,121240,437,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2013,7/8/2013,7,7.9,3,27.48,260.7,296,7.07,1.83,18.83,4.53,0.45,18.85,0.502,,,,2.7,2.82,0.63,0.11,2.59,,13.45,1.53,0.01,,2477595,120920,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2013,7/8/2013,7,2.3,1.3,26.44,451.7,275,7.9,2.22,83.22,80.82,61.68,142.33,6.273,,,,1.54,0.29,0.15,0.03,5.81,,0.71,0.21,,,55071,2820,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2013,7/8/2013,7,4,2.5,27.51,395.1,206,7.38,2.41,48.14,38.41,24.52,38.21,3.55,,,,3.16,0.79,0.31,0.06,4.9,,6.19,1.05,0.01,,36030,720,41.834,-83.36383333
WE2,WE2,WE02,,0.75,2013,7/15/2013,7,5.1,1,27.81,382.2,1039,7.75,7.51,64.22,31.08,18.3,3.57,6.171,,,,9.88,3.09,1.49,0.2,5.24,,45.92,2.88,0.27,,1937185,96859,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2013,7/15/2013,7,7.9,2.5,26.9,291.4,393,7.81,1.22,15.14,6.3,0.44,1.26,0.969,,,,1.74,1.03,0.47,0.08,3.83,,17.28,1.33,0.26,,1426,15,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2013,7/15/2013,7,2.5,1,29.74,359.3,177,7.97,6.01,60.36,12.9,1.49,3.24,2.574,,,,10.32,5.02,2.24,0.31,4.81,,61.41,3.46,0.01,,0,0,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2013,7/15/2013,7,4.2,1.5,27.03,359.8,161,8.01,3.84,41.59,23.3,1.45,15.2,2.13,,,,5.78,2.79,1.35,0.22,4.52,,34.21,5.43,0.51,,28884,237,41.834,-83.36383333
WE 2013.1,other,other,1,0.75,2013,7/15/2013,7,5.9,1,28.34,349.7,1482,7.88,32,161.79,10.86,1.87,1.73,2.139,,,,24.6,21.18,11.15,1.98,4.28,,147.51,192.52,14.28,,,,41.833,-83.32196667
WE2,WE2,WE02,,0.75,2013,7/17/2013,7,5,,27.99,376,169,6.76,5.09,,,,,,,,,2.41,1.58,,,5.42,,40.8,6,0.06,,,,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2013,7/17/2013,7,7.8,,25.69,244.6,1387,7.89,1.39,,,,,,,,,7.71,3.59,,,5.39,,9.54,1.68,0.2,,,,41.82666667,-83.19316667
WE8,WE8,WE08,,0.75,2013,7/17/2013,7,3.9,,25.68,370.2,96,7.33,5.36,,,,,,,,,4.9,2.42,,,5.27,,38.68,11.19,0.45,,,,41.834,-83.36383333
WE 2013.2,other,other,1,0.75,2013,7/17/2013,7,4.9,,26.13,352.7,90,7.79,16.2,,,,,,,,,14.1,9.58,,,5.03,,76.93,26.61,4.63,,,,41.83558333,-83.34413333
WE2,WE2,WE02,,0.75,2013,7/22/2013,7,5.4,1.4,26.05,342.8,1039,6.45,6.64,51.69,15.31,5.96,32.31,2.337,,,,8.57,2.79,1.36,0.25,4.9,,35.76,4.71,0.23,,14798,244,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2013,7/22/2013,7,7.3,4.5,21.4,236.3,393,6.21,0.74,10.74,3.33,0.65,27.59,0.313,,,,1,0.42,0.22,0.04,2.4,,2.54,2.44,0.02,,2828894,2123,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2013,7/22/2013,7,2.3,0.9,22.57,387.6,1355,7.93,11.7,95.7,23.81,10.77,10.06,6.314,,,,17.16,5.9,2.72,0.44,6.82,,117.66,7.67,0.22,,102073,716,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2013,7/22/2013,7,4.1,2.5,20.52,352.2,161,5.64,11,42.04,24.12,13.8,81.68,2.156,,,,4.38,1.43,0.54,0.1,6.19,,5.05,1.16,0.16,,17027,90,41.834,-83.36383333
WE2,WE2,WE02,,0.75,2013,7/29/2013,7,5.1,1.7,21.64,350.2,117,7.19,5.91,51.71,19.1,9.01,13.56,2.546,,,,4.96,2.8,1.39,0.27,4.97,,21.02,13.45,3.13,,9753,76,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2013,7/29/2013,7,9.2,2.5,23.29,237.6,327,6.15,0.68,10.71,2.59,0.24,15.68,0.299,,,,1.05,0.38,0.21,0.04,2.26,,4.4,0.29,0.02,,211457,547,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2013,7/29/2013,7,2.7,1.9,22.34,399.3,79,6.85,7.09,73.57,48.51,30.07,18.73,6.049,,,,3.86,2.09,0.93,0.18,7.31,,15.15,21.43,3.86,,9735,437,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2013,7/29/2013,7,4.9,1.5,22.51,367.9,123,6.74,5.54,61.77,38.88,26.17,18.39,2.818,,,,6.01,1.86,0.87,0.17,6.06,,18.52,9.58,2.59,,143,9,41.834,-83.36383333
WE2,WE2,WE02,,0.75,2013,7/30/2013,7,,,22.15,342,1129,7.12,7.53,,,,,,,,,,,,,5.34,,30.16,25.81,8.49,,,,41.76216667,-83.33
WE 2013.3,other,other,1,0.75,2013,7/30/2013,7,,,22.41,355.5,1070,7.81,34.5,,,,,,,,,,,,,,,167.9,474.59,41.47,,,,41.82611667,-83.38371667
WE 2013.4,other,other,1,0.75,2013,8/2/2013,8,5.9,1.5,21.81,341.1,197,6.86,15.3,38.79,11.02,3.33,6.81,1.798,,,,70.6,39.3,1.67,0.29,4.66,,31.79,46.8,4.45,,,,41.866,-83.3003
WE2,WE2,WE02,,0.75,2013,8/5/2013,8,4.8,2.6,22.54,292.1,264,6.52,4.48,23.76,6.91,0.42,4.19,1.035,,,,3.45,1.99,0.94,0.15,3.66,,19.35,14.77,1.6,,1710021,1788,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2013,8/5/2013,8,7.9,1.8,22.38,271.9,739,7.57,4.63,19.63,3.87,0.16,5.86,0.638,,,,5.07,2.99,1.32,0.18,3.24,,26.8,11.14,1.36,,15340797,9325,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2013,8/5/2013,8,2.4,0.8,22.57,383.5,215,7.96,23.5,169.33,18.94,6.84,3.39,2.388,,,,21.9,16.06,5.8,1.16,7.13,,181.35,95.22,28.52,,29775,870,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2013,8/5/2013,8,4.2,0.8,22.27,342.8,157,6.48,12.1,55.17,9.52,0.93,3.1,1.569,,,,11.06,7.34,3.67,0.56,4.89,,52,146.26,6.93,,224049,2696,41.834,-83.36383333
WE 2013.5,other,other,1,0.75,2013,8/5/2013,8,4.8,0.8,21.93,347.1,605,7.67,24.5,61.5,10.29,1.08,3.13,2.089,,,,12.27,8.78,3.97,0.65,5.66,,75.4,105.42,15.99,,,,41.71713333,-83.30405
WE 2013.6,other,other,1,0.75,2013,8/5/2013,8,4,0.8,22.4,348.4,316,7.62,10.5,42.14,8.44,1.56,4.69,1.594,,,,9.23,5.24,2.38,0.36,4.94,,35.87,30.42,6.05,,,,41.92718333,-83.30971667
WE 2013.7,other,other,1,0.75,2013,8/5/2013,8,2.3,0.8,22.6,329.6,162,7.79,45.7,105.77,7.99,0.38,2.03,1.582,,,,30.84,24.52,8.69,1.36,5.03,,179.82,199.32,21.85,,,,41.82825,-83.40455
WE2,WE2,WE02,,0.75,2013,8/12/2013,8,4.6,0.8,22.93,325.5,17,7.77,11.2,48.39,8.03,0.93,1.97,1.31,,,,11.88,8.08,3.37,0.59,5.3,,84.51,99.97,12.29,,6178640,274052,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2013,8/12/2013,8,8.3,1.5,22.67,290.3,49,7.65,3.21,27.11,5.52,0.88,5.38,1.333,,,,6.3,4.86,1.93,0.32,3.77,,34.02,28.36,3.55,,7478563,253919,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2013,8/12/2013,8,2.1,0.6,23.4,351.7,24,7.68,19.9,78.18,69.32,0.83,4.74,1.288,,,,22.03,16.3,5.21,0.95,7.03,,104.76,183.16,13.21,,3458842,122587,41.70516667,-83.38533333
