Station,Station2,Station3,Bloom_chase,Sample_Depth,Year,Date,Month,Station_depth,Secchi,Surf_Temp,SpCond,PAR,DO,Turbidity,TP,TDP,SRP,NH4,NO3,Urea,SiO2,Cl,TSS,VSS,POC,PON,DOC,CDOM,Chla,PC,part_microcystin,diss_microcystin,totalcyanos_cells,totalcyanos_biovol,Latitude,Longitude
LE1,other,other,,0.75,2008,6/26/2008,6,,3.4,,,,,,21.67,,,,,,,,,,,,,,1.54,,0.02,,,,41.75,-83.104
LE2,other,other,,0.75,2008,6/26/2008,6,,4.9,,,,,,22.61,,,,,,,,,,,,,,2.15,,0.01,,,,41.821,-83.186
LE3,other,other,,0.75,2008,6/26/2008,6,,3.2,,,,,,58.16,,,,,,,,,,,,,,1.72,,0.01,,,,41.788,-83.356
LE4,other,other,,0.75,2008,6/26/2008,6,,2.2,,,,,,71.25,,,,,,,,,,,,,,2.22,,0.03,,,,41.742,-83.401
LE5,other,other,,0.75,2008,6/26/2008,6,,0.2,,,,,,245.25,,,,,,,,,,,,,,51.2,,0.13,,,,41.716,-83.455
LE6,other,other,,0.75,2008,6/26/2008,6,,1.4,,,,,,39.45,,,,,,,,,,,,,,9.6,,0.03,,,,41.733,-83.297
LE7,other,other,,0.75,2008,6/26/2008,6,,2.4,,,,,,18.87,,,,,,,,,,,,,,5.77,,0.01,,,,41.7155,-83.2
LE8,other,other,,0.75,2008,6/26/2008,6,,1.9,,,,,,30.09,,,,,,,,,,,,,,4.77,,0.02,,,,41.8322,-83.28
LE9,other,other,,0.75,2008,6/26/2008,6,,2.5,,,,,,27.28,,,,,,,,,,,,,,1.74,,0.01,,,,41.85,-83.08
LE10,other,other,,0.75,2008,6/26/2008,6,,2.4,,,,,,35.7,,,,,,,,,,,,,,14.13,,0.01,,,,41.89116,-83.1963
LE13,other,other,,0.75,2008,6/26/2008,6,,3.9,,,,,,36.64,,,,,,,,,,,,,,2.45,,0.01,,,,41.67512,-83.12278
LE1,other,other,,0.75,2008,8/4/2008,8,,,,,,,,28.07,,,,,,,,,,,,,,5.52,,0.04,,,,41.75,-83.104
LE2,other,other,,0.75,2008,8/4/2008,8,,4,,,,,,22.52,,,,,,,,,,,,,,2.53,,0.04,,,,41.821,-83.186
LE3,other,other,,0.75,2008,8/4/2008,8,,2,,,,,,40.11,,,,,,,,,,,,,,5.24,,0.16,,,,41.788,-83.356
LE4,other,other,,0.75,2008,8/4/2008,8,,1.4,,,,,,52.14,,,,,,,,,,,,,,4.64,,0.16,,,,41.742,-83.401
LE5,other,other,,0.75,2008,8/4/2008,8,,0.3,,,,,,120.63,,,,,,,,,,,,,,45,,0.03,,,,41.716,-83.455
LE6,other,other,,0.75,2008,8/4/2008,8,,1.4,,,,,,38.25,,,,,,,,,,,,,,12,,0.12,,,,41.733,-83.297
LE7,other,other,,0.75,2008,8/4/2008,8,,2.4,,,,,,29,,,,,,,,,,,,,,4.92,,0.06,,,,41.7155,-83.2
LE8,other,other,,0.75,2008,8/4/2008,8,,3.1,,,,,,27.15,,,,,,,,,,,,,,7.44,,0.05,,,,41.8322,-83.28
LE9,other,other,,0.75,2008,8/4/2008,8,,3.2,,,,,,18.82,,,,,,,,,,,,,,4.72,,0.28,,,,41.85,-83.08
LE13,other,other,,0.75,2008,8/4/2008,8,,3.4,,,,,,23.45,,,,,,,,,,,,,,2.9,,0.19,,,,41.67512,-83.12278
LE1,other,other,,0.75,2008,9/3/2008,9,,0.6,,,,,,73.42,,,,,,,,,,,,,,23.91,,1.88,,,,41.75,-83.104
LE2,other,other,,0.75,2008,9/3/2008,9,,1.2,,,,,,56.77,,,,,,,,,,,,,,58.8,,2.45,,,,41.821,-83.186
LE3,other,other,,0.75,2008,9/3/2008,9,,0.3,,,,,,153.94,,,,,,,,,,,,,,87.15,,2.99,,,,41.788,-83.356
LE4,other,other,,0.75,2008,9/3/2008,9,,0.3,,,,,,188.19,,,,,,,,,,,,,,98,,5.55,,,,41.742,-83.401
LE5,other,other,,0.75,2008,9/3/2008,9,,0.2,,,,,,227.99,,,,,,,,,,,,,,175,,9.68,,,,41.716,-83.455
LE6,other,other,,0.75,2008,9/3/2008,9,,0.6,,,,,,150.24,,,,,,,,,,,,,,132.53,,3.99,,,,41.733,-83.297
LE7,other,other,,0.75,2008,9/3/2008,9,,0.4,,,,,,101.19,,,,,,,,,,,,,,66.27,,3.38,,,,41.7155,-83.2
LE8,other,other,,0.75,2008,9/3/2008,9,,1,,,,,,60.47,,,,,,,,,,,,,,36.31,,2.94,,,,41.8322,-83.28
LE9,other,other,,0.75,2008,9/3/2008,9,,2.3,,,,,,23.45,,,,,,,,,,,,,,8.93,,0.24,,,,41.85,-83.08
LE12,other,other,,0.75,2008,9/3/2008,9,,1.8,,,,,,32.7,,,,,,,,,,,,,,36.68,,3.11,,,,41.809,-82.9833
LE13,other,other,,0.75,2008,9/3/2008,9,,1.2,,,,,,35.48,,,,,,,,,,,,,,23.85,,2.82,,,,41.67512,-83.12278
LE1,other,other,,0.75,2008,9/22/2008,9,,1,,,,,,62.83,,,,,,,,,,,,,,20.83,,0.63,,,,41.75,-83.104
LE2,other,other,,0.75,2008,9/22/2008,9,,1.7,,,,,,50.67,,,,,,,,,,,,,,23.35,,0.55,,,,41.821,-83.186
LE3,other,other,,0.75,2008,9/22/2008,9,,0.3,,,,,,188.19,,,,,,,,,,,,,,69.09,,1.41,,,,41.788,-83.356
LE4,other,other,,0.75,2008,9/22/2008,9,,0.2,,,,,,181.64,,,,,,,,,,,,,,47.6,,2.48,,,,41.742,-83.401
LE5,other,other,,0.75,2008,9/22/2008,9,,0.2,,,,,,232.15,,,,,,,,,,,,,,92.26,,3,,,,41.716,-83.455
LE6,other,other,,0.75,2008,9/22/2008,9,,0.5,,,,,,108.67,,,,,,,,,,,,,,32.93,,1.73,,,,41.733,-83.297
LE7,other,other,,0.75,2008,9/22/2008,9,,0.4,,,,,,98.38,,,,,,,,,,,,,,26.23,,0.87,,,,41.7155,-83.2
LE8,other,other,,0.75,2008,9/22/2008,9,,1.4,,,,,,59.09,,,,,,,,,,,,,,21.28,,0.76,,,,41.8322,-83.28
LE9,other,other,,0.75,2008,9/22/2008,9,,2.2,,,,,,25.41,,,,,,,,,,,,,,18.52,,0.02,,,,41.85,-83.08
LE13,other,other,,0.75,2008,9/22/2008,9,,0.9,,,,,,63.77,,,,,,,,,,,,,,20.69,,0.62,,,,41.67512,-83.12278
WE5,WE5,WE05,,0.75,2009,6/25/2009,6,,4.7,27,,,,,,,,,,,,,,,,,,,,,0.12,,0,0,41.79966571,-83.25732286
WE6,WE6,WE06,,0.75,2009,6/25/2009,6,,0.4,27,,,,,,,,,,,,,,,,,,,,,0.04,,0,0,41.70516667,-83.38533333
WE7,WE7,WE07,,0.75,2009,6/25/2009,6,,2.1,27.5,,,,,,,,,,,,,,,,,,,,,0.12,,75,7,41.73427598,-83.40275098
WE8,WE8,WE08,,0.75,2009,6/25/2009,6,,1.5,28,,,,,,,,,,,,,,,,,,,,,0.14,,29,3,41.834,-83.36383333
WE9,WE9,WE09,,0.75,2009,6/25/2009,6,,0.1,27.3,,,,,,,,,,,,,,,,,,,,,0.03,,0,0,41.71765,-83.42378333
KIWI S,other,other,,0.75,2009,6/25/2009,6,,2.5,25.4,,,,,,,,,,,,,,,,,,,,,0.02,,0,0,41.59716515,-82.71984091
PBWI S,other,other,,0.75,2009,6/25/2009,6,,3,24.9,,,,,,,,,,,,,,,,,,,,,0,,0,0,41.64050417,-82.80261944
WE1,WE1,WE01,,0.75,2009,7/1/2009,7,3.5,3.5,23.2,,,,,25.15,14.37,7.33,77.97,1.01,,1.59,28.16,,,0.2,0.07,,,,,0.1,,0,0,41.88264583,-83.32794271
WE2,WE2,WE02,,0.75,2009,7/1/2009,7,5.4,2.3,22.7,,,,,13.93,4.56,0.59,9.38,0.896,,1.9,33.14,,,0.23,0.07,,,,,0,,48,2,41.76216667,-83.33
WE3,WE3,WE03,,0.75,2009,7/1/2009,7,7.3,3,23.7,,,,,17.18,8.58,2.84,47.86,0.896,,1.45,28.16,,,0.14,0.06,,,,,0.02,,0,0,41.85920343,-83.26237353
WE4,WE4,WE04,,0.75,2009,7/1/2009,7,8.6,0.5,23.2,,,,,15.01,2.8,0.12,2.73,0.332,,1.27,16.95,,,0.35,0.1,,,,,0.01,,0,0,41.82666667,-83.19316667
WE5,WE5,WE05,,0.75,2009,7/1/2009,7,7.6,2,22.7,,,,,12.85,5.82,1.02,30.02,0.896,,1.15,26.91,,,0.16,0.06,,,,,0,,0,0,41.79966571,-83.25732286
WE6,WE6,WE06,,0.75,2009,7/1/2009,7,2.4,2,22.2,,,,,41.57,22.16,7.06,61.24,2.012,,0.68,43.11,,,0.25,0.07,,,,,0.4,,37,2,41.70516667,-83.38533333
WE7,WE7,WE07,,0.75,2009,7/1/2009,7,3.4,1.7,23,,,,,35.61,18.39,7.06,36.36,1.756,,0.66,33.56,,,0.27,0.07,,,,,2.7,,0,0,41.73427598,-83.40275098
WE8,WE8,WE08,,0.75,2009,7/1/2009,7,4.4,2,26.3,,,,,42.65,26.19,10.21,42.42,1.44,,1.84,32.73,,,0.18,0.08,,,,,0.06,,56,3,41.834,-83.36383333
WE9,WE9,WE09,,0.75,2009,7/1/2009,7,2.2,0.7,23.4,,,,,80.59,26.69,12.58,56.22,2.083,,1.11,36.88,,,1.2,0.26,,,,,1.42,,77,6,41.71765,-83.42378333
KIWI S,other,other,,0.75,2009,7/1/2009,7,,1,22.6,,,,,29.1,11.1,7.2,54.6,0.6,,2.9,24.8,,,0.26,0.07,,,,,0,,0,0,41.59716515,-82.71984091
PBWI S,other,other,,0.75,2009,7/1/2009,7,,1.7,22.3,,,,,13.9,4.8,1.1,15,0.5,,4.1,25.3,,,0.21,0.07,,,,,0.01,,,,41.64050417,-82.80261944
WE1,WE1,WE01,,0.75,2009,7/7/2009,7,2.7,0.5,22.3,,,,,25.31,6.07,0.9,33.36,0.454,,1.47,33.14,,,,,,,16.87,,0.03,,21,2,41.88264583,-83.32794271
WE2,WE2,WE02,,0.75,2009,7/7/2009,7,5.5,2,22.8,,,,,17.18,6.82,1.38,3.94,0.948,,1.88,38.13,,,,,,,0.71,,0.02,,0,0,41.76216667,-83.33
WE3,WE3,WE03,,0.75,2009,7/7/2009,7,7.1,3.5,21.8,,,,,12.3,3.05,0.2,8.27,0.358,,0.01,19.02,,,,,,,2.46,,0.01,,49,5,41.85920343,-83.26237353
WE4,WE4,WE04,,0.75,2009,7/7/2009,7,8.5,3,21.3,,,,,12.85,2.8,0.08,4.85,0.375,,0.99,16.95,,,,,,,2.43,,0,,42,4,41.82666667,-83.19316667
WE5,WE5,WE05,,0.75,2009,7/7/2009,7,7.5,2.5,22.1,,,,,13.93,3.55,0.08,10.5,0.324,,1.11,19.44,,,,,,,1.82,,0.4,,129,11,41.79966571,-83.25732286
WE6,WE6,WE06,,0.75,2009,7/7/2009,7,2.6,2,23,,,,,58.91,24.93,10.21,71.28,1.699,,1.23,40.62,,,,,,,3.56,,0.44,,0,0,41.70516667,-83.38533333
WE7,WE7,WE07,,0.75,2009,7/7/2009,7,3.4,3,23.1,,,,,40.49,16.88,3.91,38.38,1.329,,1.88,35.63,,,,,,,6.07,,0.01,,0,0,41.73427598,-83.40275098
WE8,WE8,WE08,,0.75,2009,7/7/2009,7,4.5,4,23.2,,,,,34.52,21.41,1.55,82.43,1.167,,2.24,32.31,,,,,,,2.08,,0.04,,0,0,41.834,-83.36383333
WE9,WE9,WE09,,0.75,2009,7/7/2009,7,2.1,0.7,23.2,,,,,31.82,19.15,3.91,81.87,1.104,,1.78,42.69,,,,,,,20.1,,1.54,,20,1,41.71765,-83.42378333
PBWI S,other,other,,0.75,2009,7/7/2009,7,4.5,2,21.9,,,,,17.2,6.6,3.1,16.1,0.6,,3.9,31.9,,,,,,,2.87,,0.2,,0,0,41.64050417,-82.80261944
WE1,WE1,WE01,,0.75,2009,7/14/2009,7,2.8,2.5,23.6,,,,,16.64,4.31,0.71,7.15,0.341,,1.78,30.65,,,,,,,3.06,,0.01,,1628,82,41.88264583,-83.32794271
WE2,WE2,WE02,,0.75,2009,7/14/2009,7,5.3,1.7,22.9,,,,,20.43,5.57,0.23,4.7,0.602,,0.58,39.37,,,,,,,10.01,,0.07,,3245,162,41.76216667,-83.33
WE3,WE3,WE03,,0.75,2009,7/14/2009,7,7.1,3.7,22.7,,,,,17.72,2.8,0.47,2.58,0.282,,0.99,16.95,,,,,,,0,,0.02,,324,16,41.85920343,-83.26237353
WE4,WE4,WE04,,0.75,2009,7/14/2009,7,8.5,3,22.8,,,,,9.59,2.55,0.35,1.82,0.315,,1.13,14.04,,,,,,,1.37,,0,,2286,115,41.82666667,-83.19316667
WE5,WE5,WE05,,0.75,2009,7/14/2009,7,7.5,3.5,22.4,,,,,15.56,4.56,0.2,12.17,0.358,,1.05,19.02,,,,,,,0.55,,0,,1297,65,41.79966571,-83.25732286
WE6,WE6,WE06,,0.75,2009,7/14/2009,7,2.3,1,23.1,,,,,62.71,9.34,1.26,2.42,1.756,,0.52,41.86,,,,,,,28.49,,2.9,,5187,259,41.70516667,-83.38533333
WE7,WE7,WE07,,0.75,2009,7/14/2009,7,3.4,1.9,22.9,,,,,22.06,4.56,1.18,14.4,0.876,,0.54,30.65,,,,,,,6.47,,0.7,,4215,211,41.73427598,-83.40275098
WE8,WE8,WE08,,0.75,2009,7/14/2009,7,,2.3,23.9,,,,,23.69,6.57,0.71,22.77,0.746,,1.35,30.65,,,,,,,4.47,,0.88,,0,0,41.834,-83.36383333
WE9,WE9,WE09,,0.75,2009,7/14/2009,7,2.2,0.5,23.5,,,,,199.48,9.84,1.1,2.12,1.744,,1.09,39.37,,,,,,,128.43,,10.28,,2796,143,41.71765,-83.42378333
KIWI S,other,other,,0.75,2009,7/14/2009,7,,1.9,22.9,,,,,19.9,8.1,0.5,11.1,0.4,,3.7,29.8,,,,,,,0.74,,3.6,,23,2,41.59716515,-82.71984091
PBWI S,other,other,,0.75,2009,7/14/2009,7,4.7,2,23,,,,,18.8,6.6,2,28.3,0.5,,3.2,26.9,,,,,,,3,,1.6,,,,41.64050417,-82.80261944
WE1,WE1,WE01,,0.75,2009,7/21/2009,7,3,1.3,24,,,,,35.67,8.84,1.14,1.52,0.564,,1.14,29.07,,,1.19,0.21,,,11.72,,1.8,,0,0,41.88264583,-83.32794271
WE2,WE2,WE02,,0.75,2009,7/21/2009,7,5.5,1.4,22.8,,,,,27.09,8.84,0.39,2.88,0.63,,0.35,26.36,,,1.3,0.23,,,19.15,,0.92,,17523,876,41.76216667,-83.33
WE3,WE3,WE03,,0.75,2009,7/21/2009,7,7,2.5,23.1,,,,,16.99,4.73,0.39,3.64,0.266,,1.57,19.01,,,0.53,0.11,,,5.65,,0.19,,0,0,41.85920343,-83.26237353
WE4,WE4,WE04,,0.75,2009,7/21/2009,7,8.4,4.3,22.7,,,,,5.88,2.97,0.39,2.27,0.266,,1.25,15.15,,,0.16,0.04,,,0.35,,4,,0,0,41.82666667,-83.19316667
WE5,WE5,WE05,,0.75,2009,7/21/2009,7,7.6,2.8,22.9,,,,,9.41,2.97,0.23,3.79,0.29,,1.19,16.69,,,0.21,0.04,,,0.59,,0.01,,0,0,41.79966571,-83.25732286
WE6,WE6,WE06,,0.75,2009,7/21/2009,7,2.6,0.8,22.9,,,,,1.84,8.55,0.71,3.94,0.64,,0.78,35.25,,,2.06,0.35,,,21.67,,6.02,,70302,3519,41.70516667,-83.38533333
WE7,WE7,WE07,,0.75,2009,7/21/2009,7,3.6,1.5,23,,,,,56.88,4.44,2.48,8.27,0.315,,0.73,0,,,2.15,0.35,,,28.99,,4.3,,17519,876,41.73427598,-83.40275098
WE8,WE8,WE08,,0.75,2009,7/21/2009,7,4.5,2.5,22.6,,,,,39.71,5.91,1.54,8.27,0.436,,1.23,31.39,,,1.52,0.26,,,20.15,,3.05,,8760,438,41.834,-83.36383333
WE9,WE9,WE09,,0.75,2009,7/21/2009,7,2.3,0.5,23.5,,,,,93.75,8.25,0.94,11.61,1.329,,0.83,39.9,,,3.92,0.68,,,53.27,,2.11,,98994,4957,41.71765,-83.42378333
KIWI S,other,other,,0.75,2009,7/21/2009,7,,1.5,22.7,,,,,28.6,7.1,1.9,16.6,0.5,,1,23.7,,,,,,,1.64,,0.05,,2284,119,41.59716515,-82.71984091
PBWI S,other,other,,0.75,2009,7/21/2009,7,,2.5,22.9,,,,,18,10,3.9,38.4,0.4,,2.3,20.6,,,,,,,1.45,,0.02,,16,2,41.64050417,-82.80261944
WE2,WE2,WE02,,0.75,2009,7/22/2009,7,5.4,1.3,22.9,,,,,21.53,5.03,3.66,48.48,0.349,,0.46,25.2,,,1.34,0.11,,,15.45,,0.98,,4835,249,41.76216667,-83.33
WE3,WE3,WE03,,0.75,2009,7/22/2009,7,7.2,1.8,22.7,,,,,18,4.15,,,,,1.28,18.63,,,0.72,0.06,,,7.39,,0.84,,1088,54,41.85920343,-83.26237353
WE4,WE4,WE04,,0.75,2009,7/22/2009,7,,2.5,22.2,,,,,8.4,1.8,,,,,1.69,20.95,,,0.28,0.08,,,2.25,,0.8,,0,0,41.82666667,-83.19316667
WE5,WE5,WE05,,0.75,2009,7/22/2009,7,7.2,2,22.6,,,,,20.02,4.15,,,,,1.26,34.09,,,0.5,0.13,2.15,,5.36,,0.58,,0,0,41.79966571,-83.25732286
WE6,WE6,WE06,,0.75,2009,7/22/2009,7,2.3,0.9,23.3,,,,,72.03,8.55,0.23,58.45,0.649,,0.23,35.25,,,,,3.19,,47.58,,6.79,,9126,471,41.70516667,-83.38533333
WE7,WE7,WE07,,0.75,2009,7/22/2009,7,3.3,1,22.9,,,,,24.56,5.32,,,,,0.74,27.52,,,,,3.72,,9.45,,3.2,,8097,412,41.73427598,-83.40275098
WE8,WE8,WE08,,0.75,2009,7/22/2009,7,4.1,0.9,22.9,,,,,25.57,6.49,,,,,1.08,24.04,,,,,2.16,,7.61,,0.87,,544,27,41.834,-83.36383333
WE9,WE9,WE09,,0.75,2009,7/22/2009,7,2,0.4,23.2,,,,,86.68,7.96,,,,,0.24,34.87,,,,,3.77,,36.08,,6.04,,8641,439,41.71765,-83.42378333
WE1,WE1,WE01,,0.75,2009,8/3/2009,8,,0.6,27,,,,,46.28,7.08,0.67,3.79,0.08,,0.24,39.12,,,2.35,0.34,,,23.38,,1.62,,2970,151,41.88264583,-83.32794271
WE2,WE2,WE02,,0.75,2009,8/3/2009,8,5,0.5,23.5,,,,,47.79,6.79,0.51,2.12,0.157,,0.31,29.45,,,4.04,0.65,,,38.25,,4.05,,31424,1666,41.76216667,-83.33
WE3,WE3,WE03,,0.75,2009,8/3/2009,8,7,,23.4,,,,,25.07,5.91,0.55,6.04,0.107,,0.53,24.81,,,0.93,0.18,,,9.34,,0.91,,0,0,41.85920343,-83.26237353
WE4,WE4,WE04,,0.75,2009,8/3/2009,8,8.3,,23,,,,,23.55,5.03,0.71,4.55,0.142,,0.99,19.01,,,0.85,0.16,,,3.9,,0.94,,2995,163,41.82666667,-83.19316667
WE5,WE5,WE05,,0.75,2009,8/3/2009,8,7.4,,23,,,,,14.46,3.56,0.16,2.27,0.114,,1.34,16.69,,,0.73,0.14,,,4.23,,0.92,,2273,116,41.79966571,-83.25732286
WE6,WE6,WE06,,0.75,2009,8/3/2009,8,2.3,0.8,23.2,,,,,36.68,7.96,0.79,1.67,0.135,,0.53,34.09,,,,,,,37.98,,9.34,,34861,1816,41.70516667,-83.38533333
WE7,WE7,WE07,,0.75,2009,8/3/2009,8,3.9,,23.2,,,,,25.07,4.44,0.43,2.12,0.172,,0.51,21.72,,,,,,,5.36,,0.96,,10666,547,41.73427598,-83.40275098
WE8,WE8,WE08,,0.75,2009,8/3/2009,8,4,2,23.1,,,,,23.05,5.61,1.1,18.31,0.093,,0.48,25.59,,,,,,,5.05,,0.65,,10666,547,41.834,-83.36383333
WE9,WE9,WE09,,0.75,2009,8/3/2009,8,1.9,0.5,23.6,,,,,63.45,7.08,1.34,2.12,0.086,,0.39,31.39,,,,,,,12.75,,5.14,,18880,966,41.71765,-83.42378333
KIWI S,other,other,,0.75,2009,8/3/2009,8,,1.1,23,,,,,22.54,5.03,5.49,86.89,0.481,,1.57,20.17,,,,,,,0.87,,0.64,,2982,152,41.59716515,-82.71984091
PBWI S,other,other,,0.75,2009,8/3/2009,8,,1.4,23.4,,,,,29.1,17.1,13.4,18.9,0.1,,1.5,22.5,,,,,,,0.86,,0.06,,0,0,41.64050417,-82.80261944
WE2,WE2,WE02,,0.75,2009,8/11/2009,8,5.4,0.8,24.9,,,,,,,0.27,14.52,0.08,,0.89,22.76,,,1.79,0.32,,,21.95,5.16,2.68,,25703,1462,41.76216667,-83.33
WE3,WE3,WE03,,0.75,2009,8/11/2009,8,7.1,1.4,24.6,,,,,,,0.04,5.61,0.123,,0.87,28.57,,,1.53,0.29,,,24.26,26.12,2.38,,14618,851,41.85920343,-83.26237353
WE4,WE4,WE04,,0.75,2009,8/11/2009,8,8.4,1.6,24.7,,,,,,,0.08,11.18,0.08,,0.21,35.63,,,1.51,0.26,,,22.94,11.42,1.43,,5351,318,41.82666667,-83.19316667
WE5,WE5,WE05,,0.75,2009,8/11/2009,8,7.7,1.3,24.8,,,,,,,0.35,8.95,0.126,,1.27,22.76,,,1.63,0.29,,,22.88,15.45,1.49,,12832,705,41.79966571,-83.25732286
WE6,WE6,WE06,,0.75,2009,8/11/2009,8,2.4,0.6,26.9,,,,,,,0.08,4.5,0.114,,0.25,39.79,,,4.4,0.77,,,17.41,50.65,11.97,,60350,3345,41.70516667,-83.38533333
WE7,WE7,WE07,,0.75,2009,8/11/2009,8,3.4,1.3,25,,,,,,,0.39,10.06,0.102,,0.86,27.74,,,1.09,0.14,,,12.35,5.17,1.2,,17549,922,41.73427598,-83.40275098
WE8,WE8,WE08,,0.75,2009,8/11/2009,8,4.5,0.8,25.1,,,,,,,0.63,3.5,0.115,,0.93,36.05,,,2.57,0.4,,,16.5,14.6,28.08,,48388,2627,41.834,-83.36383333
WE9,WE9,WE09,,0.75,2009,8/11/2009,8,2.2,0.4,25.5,,,,,,,2.17,4,0.116,,1.1,45.6,,,2.28,0.16,,,57.61,30.2,22.9,,79540,4323,41.71765,-83.42378333
KIWI S,other,other,,0.75,2009,8/11/2009,8,4,1.4,24.2,,,,,,,3.7,58.55,0.215,,1.86,37.3,,,0.47,0.06,,,4.18,2.48,0.06,,5,0,41.59716515,-82.71984091
PBWI S,other,other,,0.75,2009,8/11/2009,8,4.4,1.8,24.4,,,,,,,0.39,24,0.22,,1.45,31.9,,,0.48,0.08,,,0.59,4.58,0.14,,0,0,41.64050417,-82.80261944
WE1,WE1,WE01,,0.75,2009,8/19/2009,8,2.2,1,26.7,,,,,,,,,,,,,,,1.12,0.21,,,18.28,7.78,0.8,,18738,1199,41.88264583,-83.32794271
WE2,WE2,WE02,,0.75,2009,8/19/2009,8,5,1,25.9,,,,,,,,,,,,,,,0.57,0.12,,,4.74,2.25,0.9,,235,15,41.76216667,-83.33
WE3,WE3,WE03,,0.75,2009,8/19/2009,8,6.3,1.5,25.7,,,,,,,,,,,,,,,2.1,0.41,,,23.94,44.22,3.3,,11478,705,41.85920343,-83.26237353
WE4,WE4,WE04,,0.75,2009,8/19/2009,8,8,2,25.6,,,,,,,,,,,,,,,1.07,0.22,,,12.05,14.3,2,,544,34,41.82666667,-83.19316667
WE5,WE5,WE05,,0.75,2009,8/19/2009,8,8.1,1.5,25.7,,,,,,,,,,,,,,,1.9,0.34,,,19.7,26.91,4.7,,3590,204,41.79966571,-83.25732286
WE6,WE6,WE06,,0.75,2009,8/19/2009,8,3,0.5,26.6,,,,,,,,,,,,,,,2.69,0.46,,,28.96,7.19,5.7,,19764,1249,41.70516667,-83.38533333
WE7,WE7,WE07,,0.75,2009,8/19/2009,8,4.9,1.3,26,,,,,,,,,,,,,,,1.2,0.25,,,16.6,4.29,1.1,,3435,221,41.73427598,-83.40275098
WE8,WE8,WE08,,0.75,2009,8/19/2009,8,4.6,2,25.6,,,,,,,,,,,,,,,1.5,0.32,,,11.95,4.47,0.9,,4140,267,41.834,-83.36383333
WE9,WE9,WE09,,0.75,2009,8/19/2009,8,2.3,0.5,26.3,,,,,,,,,,,,,,,1.08,0.24,,,18.91,9.08,3.8,,14459,910,41.71765,-83.42378333
KIWI S,other,other,,0.75,2009,8/19/2009,8,3,1.8,26.7,,,,,,,,,,,,,,,0.47,0.12,,,3.4,2.14,0.1,,222,17,41.59716515,-82.71984091
PBWI S,other,other,,0.75,2009,8/19/2009,8,2.5,1.8,25.9,,,,,,,,,,,,,,,0.52,0.12,,,3.5,1.75,0.1,,257,25,41.64050417,-82.80261944
WE1,WE1,WE01,,0.75,2009,8/26/2009,8,,0.6,26.7,,,,,54.86,10.89,0.27,6.72,0.114,,1.67,51.42,,,2.5,0.4,,,18.07,4.8,0.63,,,,41.88264583,-83.32794271
WE2,WE2,WE02,,0.75,2009,8/26/2009,8,,1.3,23.4,,,,,23.05,6.79,1.81,26.78,0.153,,2.02,22.34,,,0.64,0.14,,,5.45,4.14,0.46,,,,41.76216667,-83.33
WE3,WE3,WE03,,0.75,2009,8/26/2009,8,,1.8,23.7,,,,,27.09,6.79,1.22,5.05,0.13,,1.63,21.51,,,0.82,0.17,,,11.83,12.27,0.71,,,,41.85920343,-83.26237353
WE4,WE4,WE04,,0.75,2009,8/26/2009,8,,1.3,23.9,,,,,37.19,7.96,1.69,3.5,0.113,,1.84,34.8,,,1.51,0.25,,,19.31,14.34,0.8,,,,41.82666667,-83.19316667
WE5,WE5,WE05,,0.75,2009,8/26/2009,8,,1.3,23.8,,,,,28.1,5.03,0.47,4,0.112,,1.63,14.04,,,1.22,0.22,,,9.19,10.52,0.06,,,,41.79966571,-83.25732286
WE6,WE6,WE06,,0.75,2009,8/26/2009,8,,0.6,22.7,,,,,64.46,13.83,5.16,12.85,0.131,,1.48,15.28,,,1.97,0.43,,,29.43,25.89,1.26,,,,41.70516667,-83.38533333
WE7,WE7,WE07,,0.75,2009,8/26/2009,8,,0.6,22.8,,,,,50.82,218.03,4.96,22.88,0.15,,1.93,12.79,,,1.46,0.33,,,19.02,7.46,2.83,,,,41.73427598,-83.40275098
WE8,WE8,WE08,,0.75,2009,8/26/2009,8,,0.8,23.7,,,,,40.72,6.79,1.42,9.51,0.115,,1.63,19.02,,,1.44,0.29,,,17.53,8.05,1.71,,,,41.834,-83.36383333
WE9,WE9,WE09,,0.75,2009,8/26/2009,8,,0.5,23.5,,,,,124.51,37.59,14.96,26.78,0.322,,1.35,26.5,,,3.65,0.78,,,40.1,233.79,3.07,,,,41.71765,-83.42378333
KIWI S,other,other,,0.75,2009,8/26/2009,8,,1.5,21.5,,,,,19.5,4.4,0.7,35.7,0.1,,1.6,22.8,,,0.46,0.1,,,0.64,1.52,0.14,,,,41.59716515,-82.71984091
PBWI S,other,other,,0.75,2009,8/26/2009,8,,1.4,21.5,,,,,24.6,8.5,2.6,14,0.1,,2.5,26.1,,,0.43,0.12,,,0.06,1.22,0.47,,,,41.64050417,-82.80261944
WE1,WE1,WE01,,0.75,2009,9/1/2009,9,3.5,0.8,21.2,,,,,,,,,,,,,,,,,,,9.94,2.15,0.22,,1885,120,41.88264583,-83.32794271
WE2,WE2,WE02,,0.75,2009,9/1/2009,9,5.4,0.8,21.2,,,,,,,,,,,,,,,,,,,19.5,1.47,0.87,,1106,55,41.76216667,-83.33
WE3,WE3,WE03,,0.75,2009,9/1/2009,9,7.3,1.6,20.8,,,,,,,,,,,,,,,,,,,6.64,1.58,0.09,,1297,84,41.85920343,-83.26237353
